v1000_1,v1000_2,v1000_3,v10000_1,v10000_2,v10000_3,v50000_1,v50000_2,v50000_3,v60000_1,v60000_2,v60000_3
,,,3068,31730,85351,36709,23763,715,5658,11498,54136
,,,14352,32502,39137,84312,16681,42277,25542,98237,60181
,,,70588,76706,86703,28130,69996,72439,86790,83581,31894
,,,94602,92266,59112,49048,4171,67553,92362,47829,60587
,,,79151,40233,15149,61707,5433,57147,86164,35880,40485
,,,38965,23974,77830,41500,65650,27793,94212,33177,57591
,,,1570,72886,26056,3609,59284,85056,23795,72565,5899
,,,63980,16840,88555,99505,51521,57896,97486,38505,68653
,,,37230,94063,25908,99920,67153,14631,48886,90437,23069
,,,5008,16459,40074,48664,49737,77039,25721,89367,6300
,,,77829,95862,12783,73607,94145,2716,28325,33008,29480
,,,1931,69087,36121,92871,72616,97231,75103,92599,47125
,,,33725,86802,37169,31441,31998,57279,98884,40780,23926
,,,59516,59098,51174,45932,93238,61108,83081,16639,89747
,,,76333,89860,23111,53258,64651,79991,45108,4347,17397
,,,69859,33934,86690,55619,43196,93605,5551,68979,34456
,,,4353,49994,80669,47327,51866,94696,73905,33072,65476
,,,49943,76326,66873,73612,9384,13614,79600,59055,91287
,,,22997,4680,45177,32945,57088,51951,1800,9577,73616
,,,30699,8824,27174,23478,56299,26940,79336,75385,15631
,,,80855,23604,51627,64681,63505,62746,35971,65123,7255
,,,91992,82123,5006,43664,73545,1964,99114,42142,37903
,,,71495,93781,14110,52398,4417,2776,42757,16769,4032
,,,80688,21599,73522,71052,87424,98396,63060,9889,48473
,,,97119,86360,80283,48684,81706,43478,17274,60072,43808
,,,5466,81836,72059,74982,48568,80784,43689,6721,83401
,,,19035,61454,32784,81457,31751,11741,43667,85098,18728
,,,63853,51369,1329,73510,86850,60831,12082,44943,56716
,,,37721,64990,96095,16424,39443,69213,60647,63634,97557
,,,6337,35719,50432,36829,43999,9986,52826,66905,36102
,,,28783,34388,29414,78933,58700,30234,97848,72874,72640
,,,92439,3873,96221,18174,95070,37493,32334,95459,90279
,,,98685,72646,38783,7186,60114,15700,89655,74855,12106
,,,45047,32005,21897,91160,82617,28069,47342,40746,97682
,,,41697,63846,86540,20471,57269,13450,13881,51419,8873
,,,99764,1338,472,27734,51361,63528,23540,7413,62156
,,,1477,50453,74337,90437,61548,9459,98347,45137,68126
,,,55635,83521,28597,69194,40552,57831,92438,27676,96728
,,,72321,17392,82148,77363,78515,78912,88103,68098,97350
,,,76185,16711,82755,57792,13303,29777,17139,42956,58823
,,,40483,15216,78853,86865,969,3409,75703,39931,42695
,,,13030,27412,20962,41518,30949,83784,43520,64851,51320
,,,9507,54370,99098,32148,73242,57686,3967,63795,80164
,,,23089,32465,42268,21688,70731,45699,81213,48179,38856
,,,86995,88962,80838,1013,34262,37418,17375,49174,25934
,,,8769,69095,30072,34678,78177,32065,97859,36366,47481
,,,7077,24054,47834,47595,5241,28238,72003,59275,33054
,,,28208,97481,75677,31931,66266,57696,61965,37656,97037
,,,87077,54840,97790,27528,12159,75792,33618,67738,95313
,,,77661,56114,69404,25005,12173,65454,38924,30720,55514
,,,64777,94934,12936,91717,99888,78257,14971,55723,73988
,,,2323,79611,16120,29954,72780,38785,57436,20446,94482
,,,29544,27825,85866,39592,13552,3589,68738,7591,69424
,,,29931,83064,86633,73380,62052,9060,81162,24106,95863
,,,37326,76123,64240,31678,90604,96580,41107,21596,3575
,,,48935,63018,51206,85166,22257,54276,97524,14824,8677
,,,23646,32808,2230,23253,73514,65785,4960,57334,69222
,,,42150,56489,9564,46133,62970,94230,65925,418,76252
,,,77827,1206,32818,64394,41567,52950,98866,37596,99691
,,,78451,9741,75648,56386,3570,84868,75507,72068,16373
,,,48279,7397,9666,88290,38866,86484,7471,68228,57322
,,,14325,43182,13419,55546,28697,39285,65585,2232,79148
,,,75714,19081,68432,70659,36974,50908,72645,12977,99905
,,,46743,95462,61142,69515,2684,96613,32242,1257,37521
,,,99037,56396,59770,78397,38661,87550,30786,19447,26932
,,,61211,85974,52933,25612,44533,8244,71020,35024,62583
,,,68622,67888,75564,38900,17445,1285,34323,23708,34230
,,,62196,85950,19054,31873,95916,64380,14073,65513,69742
,,,99622,58228,47446,47783,5006,47775,21401,30141,88608
,,,99851,95311,23748,61592,41142,95477,78454,90045,41838
,,,45495,33867,5545,3655,13491,57947,39513,68071,96116
,,,50123,22432,29768,86195,67987,11922,26718,18282,14878
,,,76467,31514,50526,14938,31660,61091,58521,18565,12973
,,,88416,99306,58178,76716,74329,67911,27396,73028,65781
,,,89414,59783,37087,20297,61214,36921,94156,93071,8742
,,,15658,95046,48248,92066,93208,83459,68490,43903,50486
,,,56339,33897,96646,45737,47576,21785,33082,43295,71177
,,,28722,55089,88710,9311,38010,72552,93075,75282,92565
,,,79787,67990,49529,36714,51859,34746,30704,31230,10446
,,,20589,6090,68568,16904,51587,7396,32879,60847,8012
,,,9651,91162,41834,60699,81498,72793,79167,53771,1233
,,,56329,50023,2026,30463,83884,53814,44058,87010,97357
,,,34236,26746,72483,34152,51322,3351,78268,73824,82614
,,,3100,6774,15706,89380,73759,25500,32933,61117,45246
,,,68371,30606,42246,89121,99655,53998,38058,80186,52509
,,,4800,60432,68430,60336,33379,74815,40608,18827,71132
,,,98351,15309,27762,89190,30191,88930,98157,93038,96207
,,,25074,30506,81672,53991,98801,99881,89833,22720,19279
,,,78862,64415,46658,65243,72052,16666,3708,79834,3430
,,,96903,710,94883,26023,66586,96930,6345,98988,45262
,,,62008,88886,20868,39160,9825,17700,89984,20325,38437
,,,72520,56027,93183,3415,6512,1906,59242,69311,70612
,,,61549,73153,1993,23235,10394,18328,16530,42380,10878
,,,61188,41427,80374,59598,43989,95802,25319,6014,87241
,,,82411,87626,59264,87585,86649,95696,20920,90995,82288
,,,26803,37700,9861,66922,72557,28920,32069,18182,26994
,,,54586,88595,30375,68376,98213,89942,39707,30110,22875
,,,57823,80663,73061,33229,80984,89715,61483,73897,3637
,,,11470,89318,25750,69502,27434,18347,47321,597,8812
,,,28666,50499,12987,68800,37610,56679,85939,12984,45850
,,,76830,61735,70565,23422,73610,68376,55531,18363,74812
,,,38182,74301,96865,4021,38841,36046,40904,16683,57052
,,,68460,89415,54292,81940,13973,6532,93996,70786,37949
,,,46870,78312,94136,1779,3858,18348,38540,24810,48971
,,,61014,1857,33739,53172,69919,98327,28050,10108,6284
,,,47655,72990,69143,13153,99964,77211,68156,93609,13906
,,,36940,46602,27395,32909,42830,66462,57167,2618,43372
,,,40130,31089,94875,81629,84091,89210,38944,14878,32453
,,,57103,84049,89904,53316,64630,33077,42771,70516,39453
,,,81931,71337,33075,37806,72750,61106,20935,52272,40459
,,,73789,83199,35872,81022,60631,58799,30360,63680,60722
,,,24303,89040,78490,25265,11074,79146,79049,60652,77672
,,,16647,66537,65067,77101,89030,55045,55602,7441,87074
,,,47570,65663,93049,65407,88802,58311,42851,37957,7095
,,,26459,22629,62747,45321,86286,61126,68055,33551,26317
,,,66427,58920,23474,51771,40932,87389,93889,11025,12259
,,,58563,73611,47127,75478,35756,25454,5629,64639,54025
,,,15738,23265,13659,57294,95849,52621,11973,16122,39537
,,,65157,12826,60761,84560,95851,44100,19386,97658,62404
,,,93281,41380,59114,47438,71086,64778,94690,41093,75667
,,,88005,77124,9178,98223,68920,95767,53833,39201,3635
,,,52532,85017,21446,68316,4859,63038,4490,93665,94377
,,,92136,79769,77465,34090,43027,15087,63617,98241,10443
,,,575,27028,47139,65412,6979,35427,33794,80637,90020
,,,13486,13933,22162,10075,51537,92499,86148,88671,84712
,,,89220,42164,6751,36554,61614,18601,90772,43583,96746
,,,23417,30365,7369,38443,81636,44466,30074,76031,89866
,,,32142,83233,59080,46475,34448,12619,58542,82993,41690
,,,21171,95155,42162,99991,73462,44263,37466,3493,77460
,,,59403,90126,19335,44091,88505,23828,32219,40748,97952
,,,91247,58663,28440,47480,9280,70078,58884,23771,15692
,,,56955,95222,31827,84740,74294,51405,60004,29425,25590
,,,50014,76393,20072,21719,64660,32956,76,76193,38617
,,,18513,33643,64628,93750,78938,37460,41481,90798,85913
,,,73267,41043,42765,42839,76657,22236,4181,65027,73071
,,,8524,47135,27671,44845,94682,86979,15487,80734,14395
,,,981,19826,20062,23156,95793,79242,40627,51316,24393
,,,52644,44652,13757,7222,56421,10265,98020,4823,27532
,,,78196,80461,14284,48613,58461,98489,55808,79409,55263
,,,98975,91885,56354,7281,74274,55754,39604,36351,60334
,,,58339,34146,89692,88958,93802,28356,21582,61326,16639
,,,9775,99126,23658,51636,8941,31969,52894,59976,67464
,,,13870,64801,10701,44285,17922,33527,11409,9424,99104
,,,14043,4877,51906,62921,56170,1037,42597,61164,64427
,,,19492,74675,7364,88271,54995,76606,1181,25338,7836
,,,18531,13242,93762,93696,5127,16678,66066,14948,89763
,,,20463,25192,32372,91600,71727,48732,73009,23281,71148
,,,92303,11759,45203,80044,21143,84650,40109,53984,11347
,,,90061,67387,41240,12060,7601,73715,66032,90728,41204
,,,91458,90445,37124,29816,48630,52921,72304,38926,2794
,,,90337,63350,54682,21353,99178,95547,3090,90810,91799
,,,22149,55237,73947,17684,10645,61069,77116,48748,52353
,,,75549,45160,65334,39019,82966,36941,84289,24566,87562
,,,85703,63867,96159,11529,70907,85531,52286,56311,23127
,,,48108,66319,24530,89926,22477,47499,32808,25225,90944
,,,86288,42722,41197,26770,6470,19287,6827,41509,65675
,,,81293,65465,86116,1343,17368,173,97371,71354,52580
,,,19386,83038,46214,40592,52410,91673,12500,2835,61878
,,,44747,73449,49060,52050,62790,93775,32659,24706,74981
,,,99934,81240,94388,33055,94568,78902,1729,46823,74071
,,,41811,87355,90705,32860,85794,47815,49844,58807,56587
,,,507,32882,91634,30466,32996,63116,43955,91779,73851
,,,75765,52792,92974,49597,46304,84113,55190,36377,52141
,,,22496,43992,34161,60862,48295,33866,30541,74740,2319
,,,83086,84097,73998,48905,37052,17310,64919,65339,34619
,,,44920,33149,28424,79428,19054,97072,78134,44406,22334
,,,75429,25981,50622,557,84506,95766,41863,8405,54753
,,,50063,43384,55084,62340,35585,20197,94695,71933,47036
,,,20680,4216,21198,38452,25301,34254,58687,77906,28135
,,,91015,83232,8761,96422,70079,30107,48768,52492,76213
,,,80537,1472,51572,29494,12973,98612,66778,12496,12787
,,,40170,5727,38513,32048,13275,70242,60868,13776,63887
,,,72168,45249,70757,41972,14440,11963,59747,87372,83734
,,,69875,38537,9277,99465,44566,65689,30538,57908,61313
,,,21364,78163,76608,39436,6275,65875,80408,94840,23791
,,,542,26801,91707,66453,44646,54329,41366,4295,86176
,,,12038,73220,91620,78577,59927,25900,94571,21999,50886
,,,24499,33087,21249,82323,24617,83475,74679,32290,61411
,,,2182,45308,59618,80893,42031,87045,41644,64357,4001
,,,15520,63576,80435,60383,83675,70248,79623,87146,31910
,,,55500,36742,35682,39361,1095,89956,38351,50838,49407
,,,77858,79321,39733,37389,26377,14670,53144,66543,37275
,,,24350,95121,89911,68615,50557,6111,13960,40522,35151
,,,93821,29279,40889,39392,99345,13339,20146,94952,62336
,,,59875,16687,77034,91951,55260,47862,16127,15255,58226
,,,57551,9394,26174,1380,6638,4322,94821,2198,20078
,,,96580,77858,87736,18223,2558,6336,19330,97034,57767
,,,70027,92539,22142,45463,38696,37222,49569,16454,50210
,,,90390,8561,62465,55565,26025,59,99826,8868,15102
,,,12038,91986,13933,60485,30151,99371,48363,57566,14508
,,,80822,85946,70463,23743,9126,15116,98644,21995,5856
,,,81876,44265,73872,65122,49168,9347,83854,9511,60338
,,,37205,87699,44776,6104,39547,30953,14540,84992,20195
,,,53640,74237,94293,95589,60389,27764,72952,2800,19929
,,,13903,76133,17723,44135,3890,10877,7372,77360,51915
,,,65863,8971,64530,37884,30596,88632,8312,70232,97544
,,,4471,76826,34877,90221,28460,80196,91255,28146,50377
,,,77054,90110,53528,69126,52231,95221,70325,85854,74013
,,,58468,44953,96405,1691,20567,53791,80199,94660,44436
,,,8980,25566,35393,10402,41420,22908,36758,78565,32233
,,,51489,46547,90125,13621,80171,75469,47707,85578,65199
,,,61167,40440,5515,74601,97002,52297,19005,9999,17297
,,,57074,516,99716,39094,47488,56099,44258,32448,53406
,,,97476,78133,95722,92770,81153,27841,37492,53962,61125
,,,40982,62259,14803,60220,77083,12531,49976,74022,50371
,,,72684,76208,93292,95900,70589,99418,8316,33791,18835
,,,1017,73392,83258,49944,76779,11058,97248,97386,9939
,,,62324,4573,39195,1702,74579,34542,97120,93850,99736
,,,20253,28921,65601,5469,49315,39544,15752,40918,35804
,,,84296,68008,36689,38030,56522,87928,91810,61931,44363
,,,27164,36884,73856,67917,96978,44423,19041,73412,93428
,,,1895,35616,12342,71653,62928,28447,94697,46057,57656
,,,50712,61493,16142,17495,83560,65711,10847,76489,77210
,,,35954,31093,63135,43366,60909,42355,46340,58209,9535
,,,82372,73336,19983,20499,18330,4253,10500,94744,28223
,,,2425,39126,80927,76204,62283,10634,39329,20822,54746
,,,43604,70483,96499,24836,45532,65977,13461,7199,78124
,,,85873,51473,38165,16779,44165,80686,27281,72049,81208
,,,7434,23217,38326,53747,83796,46344,32856,20391,46168
,,,42971,58912,33902,4459,33965,15338,17178,55430,37428
,,,99320,54826,57431,57124,63549,33720,82338,17124,2238
,,,30495,90231,52716,40431,20930,31379,58706,21488,42674
,,,36506,10236,21060,38036,40389,84260,99543,58215,60464
,,,67543,49988,80478,38273,85908,59084,4933,44111,24199
,,,83532,72865,68265,96842,51181,18772,97436,64628,9765
,,,97531,78756,91489,84387,76275,41909,43299,41544,584
,,,9911,46505,93022,23643,47030,7230,53821,50874,81730
,,,95003,94588,69352,15040,34936,29327,51323,58230,76742
,,,87732,53011,99517,10506,24812,29137,64715,58243,9142
,,,63318,42256,28632,53463,42350,60324,89065,42004,43621
,,,80204,38818,62974,62124,70575,86235,77504,74468,98593
,,,38753,94122,85676,84449,22019,65563,61716,11758,59749
,,,21786,33944,39323,71734,18472,80545,76017,26125,22724
,,,81203,28826,414,38299,59083,5056,6722,26855,26584
,,,38426,69085,93487,37293,72938,28791,10951,22784,61037
,,,4794,28237,81020,46638,64422,82651,26382,75641,92201
,,,96461,54897,15454,82183,85464,92408,9091,51564,57396
,,,70286,40768,56813,58923,70175,63071,3687,34080,44823
,,,50315,42719,65306,14867,82586,33397,51302,56915,46165
,,,83232,96348,11758,77077,2240,26230,8212,78813,62815
,,,21397,98284,10286,70445,99691,69232,37833,58207,80278
,,,62407,41319,48401,81041,8813,1362,67431,45221,62517
,,,16199,58963,50690,83885,52746,28521,15202,52015,5645
,,,46496,68260,24291,63688,49311,38224,82677,10544,55265
,,,38488,33555,89476,58892,10688,59847,65882,74679,86634
,,,96323,45953,94621,58783,90767,89571,29342,86367,99715
,,,11569,48019,64778,44233,9119,11517,52405,49436,22114
,,,41427,9491,16784,87075,68540,27097,76541,20585,44792
,,,25604,43265,86959,88511,58093,52811,67741,38985,757
,,,25234,36092,67584,85593,79915,73646,89360,21583,30292
,,,66317,99132,81247,2975,37558,54252,13579,6519,5264
,,,29796,91085,60879,34007,79855,84577,50871,8552,53007
,,,69603,22851,56351,20935,18024,65465,22298,13335,67236
,,,8255,14420,94826,14258,58712,63531,14283,87772,40952
,,,83859,5985,54642,49162,78575,87038,73402,63853,40738
,,,57942,6955,50312,23031,95978,11311,39868,6867,5729
,,,29801,76139,83781,99464,80553,51242,51816,84294,11471
,,,43964,10802,25421,94882,90219,15550,92883,77389,77787
,,,62033,58160,77544,467,35651,93435,53080,14469,37253
,,,28194,43223,80798,36241,66782,44391,43692,21025,79074
,,,8529,26115,27790,96545,44617,73897,59663,40810,86730
,,,36961,72551,32252,36522,52913,27397,86909,58642,4229
,,,80503,17778,59540,23320,69634,35021,25895,87734,60194
,,,76966,88088,39562,46703,68435,64218,20212,10029,6630
,,,36631,8643,24934,76678,64596,5470,37300,21188,27278
,,,42766,58264,29588,8019,87803,96324,59154,96349,63800
,,,38055,91328,10718,54928,34621,5405,20074,40994,22756
,,,73078,73448,63980,26572,13105,39783,67243,51059,3436
,,,63308,84898,63830,47341,63428,99537,27060,13641,6858
,,,53756,74753,83407,86061,10610,48397,33908,65694,27156
,,,24271,31940,80313,78019,86207,20142,41933,34339,46007
,,,48620,99196,82652,96127,58275,55146,65333,98705,8695
,,,62973,47794,56621,84957,77922,83858,4270,94284,43563
,,,47082,17436,3480,69301,21393,66354,95437,99794,9668
,,,76462,26053,4545,13899,53022,81639,77934,62298,11865
,,,66575,22864,38086,39807,53210,59072,47821,73467,62419
,,,60487,69681,76860,32621,84904,27268,66071,60188,57362
,,,99358,81940,66672,20582,80063,58012,76544,52844,32799
,,,14774,60237,16840,9446,5038,92477,66960,42458,93786
,,,25298,21234,68373,21405,69568,30937,87664,54338,49224
,,,37345,88779,10044,96002,92084,11546,2695,82236,80685
,,,22058,54291,15735,69018,14491,10248,94965,10224,28390
,,,68559,75379,65142,75060,19599,25337,35275,79860,89230
,,,53731,27861,44652,97005,60953,79213,87424,91183,70776
,,,80507,55091,10379,89820,52787,17850,31307,64889,22671
,,,18260,38045,86398,23257,55802,51141,16388,493,62676
,,,68813,81075,88286,20349,60302,44433,57001,37823,58374
,,,49262,93218,88300,46509,15771,53786,72108,91786,44676
,,,38491,59501,23176,31378,6595,48241,83780,4289,69738
,,,41179,79127,60840,53950,56500,11024,31908,66521,61683
,,,50731,13183,64859,57540,51380,16694,84877,15058,944
,,,8535,11063,13548,77248,26818,34718,60086,26312,32888
,,,55043,81356,68226,67861,59453,85669,70302,13798,24741
,,,27287,42596,78266,83310,4395,96857,54638,21897,15187
,,,31495,46998,39330,44858,53312,48222,33188,48646,55386
,,,11976,50389,51326,82465,55019,43205,221,82102,41373
,,,68615,69535,90619,31769,55889,77573,17201,66294,43567
,,,61697,8580,81953,15868,35514,3577,78799,8029,34574
,,,6353,51105,21477,85262,28358,64311,25682,41055,36418
,,,70076,75583,64980,21795,4408,93182,15030,27496,19512
,,,38757,11254,43972,84719,97569,51901,96918,34760,24434
,,,28049,20553,31445,70779,13215,61072,89395,14994,9375
,,,51440,2236,26376,5599,93814,86937,5498,36745,54129
,,,46656,30209,34250,23638,17130,92779,43744,56841,37904
,,,45159,59277,72279,33885,56317,36625,83685,91094,79184
,,,2703,60446,65741,16606,1761,86488,69025,44451,71915
,,,33189,79491,90394,78671,64908,75095,32110,64675,88155
,,,70731,36281,8423,39363,34641,17672,70431,35835,4393
,,,53372,80509,82265,90883,92407,5764,47709,36421,5128
,,,72945,59797,30218,18816,31101,31117,35814,31149,28994
,,,28794,77564,21902,870,45129,35714,1835,2941,50324
,,,88802,52812,8853,27188,27859,56480,38051,29790,90139
,,,7618,29171,29909,29128,61723,28059,16245,19000,15663
,,,61675,72839,13465,28751,59555,63645,1496,2824,93124
,,,55991,72960,59359,96501,90909,83416,81707,92742,19133
,,,78674,78854,23020,84785,73783,49828,98333,34858,86631
,,,32902,87722,73546,37510,59859,80999,97097,99291,41607
,,,79998,58221,81485,32163,11602,34162,32708,53246,36302
,,,69223,6495,91555,85289,27760,78372,21933,18813,87663
,,,25493,58447,49555,16760,63564,78799,87291,99721,79134
,,,38292,59188,5008,31596,14527,25747,49855,33856,71527
,,,69048,40142,81434,73545,74406,47661,48486,68395,88481
,,,35982,11283,40411,20029,53170,35162,76868,64307,91121
,,,81363,54703,89324,12113,96415,99234,65936,30880,86216
,,,76759,29708,46391,29131,58098,95901,80419,87468,92921
,,,91145,37632,46711,81521,52704,41482,48230,52253,19228
,,,63414,35387,1877,11460,61725,98449,90554,32526,46194
,,,90148,44413,74656,16817,85155,57315,4394,28104,35280
,,,42430,96687,81672,49258,88480,84030,91219,89840,88628
,,,67508,63664,65830,96747,51404,19898,28828,61008,33974
,,,37215,41265,74117,27730,82602,53119,69330,26603,12636
,,,50819,79224,76683,28123,43494,58293,72280,94387,95544
,,,38810,91297,90499,14867,56038,20925,4163,51187,61035
,,,49418,98865,33120,26453,62953,4799,12936,66126,30796
,,,65079,25095,67473,34231,68043,1338,3575,69077,76625
,,,73014,14486,90879,40018,64476,89944,24360,36662,90007
,,,70918,45853,86035,41604,7353,73996,83367,62179,67117
,,,94660,98753,54743,97139,9463,92591,32960,88579,65230
,,,45350,64855,56540,75284,35072,73932,81566,68384,44276
